bx_global,by_global,tx,ty,tile_id,status,dominant_main,dominant_test,changes,zone_b
0,78,0,19,608,DOM_CHANGÉ,MAT_9984,SeaBed_01,MAT_9984: 94.0% → 0.0% (-94.0%) | SeaBed_01: 5.2% → 100.0% (+94.8%),1
0,79,0,19,608,DOM_CHANGÉ,MAT_10112,SeaBed_01,MAT_10112: 54.8% → 0.0% (-54.8%) | SeaBed_01: 37.9% → 100.0% (+62.1%),1
0,81,0,20,640,MODIFIÉ,SeaBed_01,SeaBed_01,MAT_10368: 9.1% → 0.0% (-9.1%) | SeaBed_01: 90.8% → 100.0% (+9.2%),1
0,82,0,20,640,DOM_CHANGÉ,MAT_10496,SeaBed_01,MAT_10496: 74.4% → 0.0% (-74.4%) | SeaBed_01: 25.5% → 100.0% (+74.5%),1
0,83,0,20,640,DOM_CHANGÉ,MAT_10624,SeaBed_01,MAT_10624: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
0,88,0,22,704,DOM_CHANGÉ,MAT_11264,SeaBed_01,MAT_11264: 62.9% → 0.0% (-62.9%) | SeaBed_01: 36.9% → 100.0% (+63.1%),1
0,89,0,22,704,MODIFIÉ,SeaBed_01,SeaBed_01,MAT_11392: 38.2% → 0.0% (-38.2%) | SeaBed_01: 61.1% → 100.0% (+38.9%),1
0,124,0,31,992,MODIFIÉ,SeaBed_01,SeaBed_01,MAT_15872: 1.5% → 0.0% (-1.5%) | SeaBed_01: 98.5% → 100.0% (+1.5%),1
1,0,0,0,0,MODIFIÉ,SeaBed_01,SeaBed_01,Dirt_01: 22.7% → 0.0% (-22.7%) | SeaBed_01: 77.3% → 100.0% (+22.7%),1
1,1,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 92.5% → 0.0% (-92.5%) | MAT_129: 7.5% → 0.0% (-7.5%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,2,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 87.8% → 0.0% (-87.8%) | MAT_257: 12.2% → 0.0% (-12.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,3,0,0,0,DOM_CHANGÉ,MAT_385,SeaBed_01,MAT_385: 98.0% → 0.0% (-98.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,4,0,1,32,DOM_CHANGÉ,MAT_513,SeaBed_01,MAT_513: 95.3% → 0.0% (-95.3%) | SeaBed_01: 0.7% → 100.0% (+99.3%),1
1,5,0,1,32,DOM_CHANGÉ,MAT_641,SeaBed_01,MAT_641: 99.3% → 0.0% (-99.3%) | SeaBed_01: 0.7% → 100.0% (+99.3%),1
1,6,0,1,32,DOM_CHANGÉ,Dirt_01,MAT_769,Dirt_01: 93.0% → 0.0% (-93.0%) | MAT_769: 7.0% → 82.0% (+75.0%),1
1,7,0,1,32,DOM_CHANGÉ,Dirt_01,MAT_897,Dirt_01: 90.6% → 0.0% (-90.6%) | MAT_897: 9.4% → 93.7% (+84.3%),1
1,12,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1537: 0.0% → 3.9% (+3.9%) | SeaBed_01: 0.0% → 17.8% (+17.8%),1
1,13,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1665: 0.0% → 5.0% (+5.0%) | SeaBed_01: 0.0% → 16.0% (+16.0%),1
1,14,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1793: 0.0% → 5.8% (+5.8%) | SeaBed_01: 0.0% → 79.6% (+79.6%),1
1,15,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,16,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,17,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 99.7% → 0.0% (-99.7%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,18,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 96.9% → 0.0% (-96.9%) | MAT_2305: 3.1% → 0.0% (-3.1%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,19,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 98.8% → 0.0% (-98.8%) | MAT_2433: 1.2% → 0.0% (-1.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,20,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 99.9% → 0.0% (-99.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,21,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,22,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 63.3% → 0.0% (-63.3%) | MAT_2817: 2.1% → 0.0% (-2.1%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,23,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 62.8% → 0.0% (-62.8%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,24,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 65.7% → 0.0% (-65.7%) | MAT_3073: 34.3% → 0.0% (-34.3%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,25,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 67.1% → 0.0% (-67.1%) | MAT_3201: 32.9% → 0.0% (-32.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,26,0,6,192,DOM_CHANGÉ,Dirt_01,MAT_3329,Dirt_01: 70.9% → 0.0% (-70.9%) | MAT_3329: 29.1% → 99.6% (+70.5%),1
1,27,0,6,192,DOM_CHANGÉ,Dirt_01,MAT_3457,Dirt_01: 83.8% → 0.0% (-83.8%) | MAT_3457: 16.2% → 84.2% (+68.1%),1
1,40,0,10,320,DOM_CHANGÉ,MAT_5121,SeaBed_01,MAT_5121: 99.2% → 2.3% (-96.9%) | SeaBed_01: 0.8% → 95.3% (+94.5%),1
1,41,0,10,320,DOM_CHANGÉ,MAT_5249,SeaBed_01,MAT_5249: 99.2% → 2.3% (-96.9%) | SeaBed_01: 0.8% → 96.1% (+95.3%),1
1,42,0,10,320,DOM_CHANGÉ,MAT_5377,SeaBed_01,MAT_5377: 99.2% → 1.8% (-97.4%) | SeaBed_01: 0.8% → 94.0% (+93.2%),1
1,43,0,10,320,DOM_CHANGÉ,MAT_5505,SeaBed_01,MAT_5505: 99.2% → 3.6% (-95.6%) | SeaBed_01: 0.8% → 54.9% (+54.2%),1
1,72,0,18,576,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 45.9% (-54.1%),1
1,73,0,18,576,DOM_CHANGÉ,Grass_03,MAT_9345,Grass_03: 100.0% → 0.0% (-100.0%) | MAT_9345: 0.0% → 58.3% (+58.3%),1
1,74,0,18,576,MODIFIÉ,MAT_9473,MAT_9473,MAT_9473: 100.0% → 3.2% (-96.8%),1
1,75,0,18,576,DOM_CHANGÉ,Dirt_01,MAT_9601,Dirt_01: 50.4% → 0.0% (-50.4%) | MAT_9601: 49.6% → 69.6% (+20.0%),1
1,76,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,77,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,78,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,79,0,19,608,DOM_CHANGÉ,MAT_10113,SeaBed_01,MAT_10113: 99.6% → 0.0% (-99.6%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,80,0,20,640,DOM_CHANGÉ,MAT_10241,SeaBed_01,MAT_10241: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,81,0,20,640,DOM_CHANGÉ,MAT_10369,SeaBed_01,MAT_10369: 93.4% → 0.0% (-93.4%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,82,0,20,640,MODIFIÉ,MAT_10497,MAT_10497,Grass_03_default: 0.0% → 1.4% (+1.4%) | MAT_10497: 54.6% → 82.6% (+28.0%) | SeaBed_01: 1.0% → 0.0% (-1.0%),1
1,83,0,20,640,MODIFIÉ,MAT_10625,MAT_10625,Grass_03_default: 0.0% → 1.9% (+1.9%) | MAT_10625: 26.1% → 39.0% (+12.9%) | SeaBed_01: 1.9% → 0.0% (-1.9%),1
1,88,0,22,704,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 94.8% → 0.0% (-94.8%) | MAT_11265: 5.2% → 0.0% (-5.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,89,0,22,704,DOM_CHANGÉ,MAT_11393,SeaBed_01,MAT_11393: 99.8% → 0.0% (-99.8%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
1,90,0,22,704,DOM_CHANGÉ,MAT_11521,SeaBed_01,MAT_11521: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,91,0,22,704,DOM_CHANGÉ,MAT_11649,SeaBed_01,MAT_11649: 98.1% → 0.0% (-98.1%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,100,0,25,800,MODIFIÉ,MAT_12801,MAT_12801,MAT_12801: 33.8% → 52.2% (+18.3%),1
1,101,0,25,800,DOM_CHANGÉ,MAT_12929,SeaBed_01,MAT_12929: 65.9% → 0.0% (-65.9%) | SeaBed_01: 0.9% → 78.8% (+77.8%),1
1,102,0,25,800,DOM_CHANGÉ,MAT_13057,SeaBed_01,MAT_13057: 90.5% → 0.0% (-90.5%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,103,0,25,800,DOM_CHANGÉ,MAT_13185,SeaBed_01,MAT_13185: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,104,0,26,832,DOM_CHANGÉ,MAT_13313,SeaBed_01,MAT_13313: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,105,0,26,832,DOM_CHANGÉ,MAT_13441,SeaBed_01,MAT_13441: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,106,0,26,832,DOM_CHANGÉ,MAT_13569,SeaBed_01,MAT_13569: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,107,0,26,832,DOM_CHANGÉ,MAT_13697,SeaBed_01,MAT_13697: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,108,0,27,864,DOM_CHANGÉ,MAT_13825,SeaBed_01,MAT_13825: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,109,0,27,864,DOM_CHANGÉ,MAT_13953,SeaBed_01,MAT_13953: 95.9% → 0.0% (-95.9%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,110,0,27,864,DOM_CHANGÉ,MAT_14081,SeaBed_01,MAT_14081: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,111,0,27,864,DOM_CHANGÉ,MAT_14209,SeaBed_01,MAT_14209: 98.2% → 0.0% (-98.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,112,0,28,896,DOM_CHANGÉ,MAT_14337,SeaBed_01,MAT_14337: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,113,0,28,896,DOM_CHANGÉ,MAT_14465,SeaBed_01,MAT_14465: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,114,0,28,896,DOM_CHANGÉ,MAT_14593,SeaBed_01,MAT_14593: 96.5% → 0.0% (-96.5%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,115,0,28,896,DOM_CHANGÉ,MAT_14721,SeaBed_01,MAT_14721: 84.7% → 0.0% (-84.7%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,116,0,29,928,DOM_CHANGÉ,MAT_14849,SeaBed_01,MAT_14849: 95.3% → 0.0% (-95.3%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,117,0,29,928,DOM_CHANGÉ,MAT_14977,SeaBed_01,MAT_14977: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,118,0,29,928,DOM_CHANGÉ,MAT_15105,SeaBed_01,MAT_15105: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,119,0,29,928,DOM_CHANGÉ,MAT_15233,SeaBed_01,MAT_15233: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,120,0,30,960,DOM_CHANGÉ,MAT_15361,SeaBed_01,MAT_15361: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,121,0,30,960,DOM_CHANGÉ,MAT_15489,SeaBed_01,MAT_15489: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,122,0,30,960,DOM_CHANGÉ,MAT_15617,SeaBed_01,MAT_15617: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,123,0,30,960,DOM_CHANGÉ,MAT_15745,SeaBed_01,MAT_15745: 95.2% → 0.0% (-95.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,124,0,31,992,DOM_CHANGÉ,MAT_15873,SeaBed_01,MAT_15873: 98.1% → 0.0% (-98.1%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,125,0,31,992,DOM_CHANGÉ,MAT_16001,SeaBed_01,MAT_16001: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%),1
1,126,0,31,992,DOM_CHANGÉ,MAT_16129,SeaBed_01,MAT_16129: 98.4% → 0.0% (-98.4%) | SeaBed_01: 1.6% → 100.0% (+98.4%),1
1,127,0,31,992,MODIFIÉ,SeaBed_01,SeaBed_01,MAT_16257: 5.0% → 0.0% (-5.0%) | SeaBed_01: 95.0% → 100.0% (+5.0%),1
2,0,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 59.0% → 0.0% (-59.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,1,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,2,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 99.9% → 0.0% (-99.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,3,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,4,0,1,32,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 96.9% → 0.0% (-96.9%) | MAT_514: 3.1% → 1.1% (-2.0%) | SeaBed_01: 0.0% → 89.2% (+89.2%),1
2,5,0,1,32,DOM_CHANGÉ,Dirt_01,MAT_642,Dirt_01: 86.8% → 0.0% (-86.8%) | MAT_642: 13.2% → 30.6% (+17.3%),1
2,6,0,1,32,DOM_CHANGÉ,Dirt_01,MAT_770,Dirt_01: 97.8% → 0.0% (-97.8%) | MAT_770: 0.5% → 2.1% (+1.6%),1
2,7,0,1,32,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 92.2% → 0.0% (-92.2%) | MAT_898: 7.8% → 1.5% (-6.3%) | SeaBed_01: 0.0% → 16.3% (+16.3%),1
2,12,0,3,96,DOM_CHANGÉ,Dirt_01,MAT_1538,Dirt_01: 85.2% → 0.0% (-85.2%) | MAT_1538: 14.8% → 62.3% (+47.5%),1
2,13,0,3,96,DOM_CHANGÉ,Dirt_01,MAT_1666,Dirt_01: 89.7% → 1.9% (-87.8%) | MAT_1666: 10.3% → 42.1% (+31.8%),1
2,14,0,3,96,DOM_CHANGÉ,Dirt_01,MAT_1794,Dirt_01: 93.5% → 0.0% (-93.5%) | MAT_1794: 6.5% → 61.8% (+55.3%),1
2,15,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 95.8% → 0.0% (-95.8%) | MAT_1922: 4.2% → 0.0% (-4.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,16,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 96.4% → 0.0% (-96.4%) | MAT_2050: 3.6% → 0.0% (-3.6%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,17,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 95.1% → 0.0% (-95.1%) | MAT_2178: 4.9% → 0.0% (-4.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,18,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 92.8% → 0.0% (-92.8%) | MAT_2306: 7.2% → 0.0% (-7.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,19,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 90.5% → 0.0% (-90.5%) | MAT_2434: 9.6% → 0.0% (-9.6%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,20,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 87.9% → 0.0% (-87.9%) | MAT_2562: 12.1% → 0.0% (-12.1%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,21,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 82.7% → 0.0% (-82.7%) | MAT_2690: 16.7% → 0.0% (-16.7%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,22,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 77.5% → 0.0% (-77.5%) | MAT_2818: 22.5% → 0.0% (-22.5%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,23,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 82.8% → 0.0% (-82.8%) | MAT_2946: 17.2% → 0.8% (-16.4%) | SeaBed_01: 0.0% → 80.9% (+80.9%),1
2,24,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 86.8% → 0.0% (-86.8%) | MAT_3074: 13.2% → 0.6% (-12.6%) | SeaBed_01: 0.0% → 46.5% (+46.5%),1
2,25,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 89.5% → 0.0% (-89.5%) | MAT_3202: 10.5% → 0.0% (-10.5%) | SeaBed_01: 0.0% → 45.2% (+45.2%),1
2,26,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 91.3% → 0.0% (-91.3%) | MAT_3330: 6.7% → 0.0% (-6.7%) | SeaBed_01: 0.0% → 29.3% (+29.3%),1
2,27,0,6,192,DOM_CHANGÉ,Dirt_01,MAT_3458,Dirt_01: 88.2% → 0.0% (-88.2%) | MAT_3458: 2.3% → 44.4% (+42.1%),1
2,40,0,10,320,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 60.1% → 0.0% (-60.1%) | SeaBed_01: 0.0% → 3.5% (+3.5%),1
2,41,0,10,320,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 57.9% → 0.0% (-57.9%) | MAT_5250: 42.1% → 1.1% (-41.0%) | SeaBed_01: 0.0% → 3.0% (+3.0%),1
2,42,0,10,320,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 52.1% → 0.0% (-52.1%) | SeaBed_01: 0.0% → 6.9% (+6.9%),1
2,43,0,10,320,DOM_CHANGÉ,Dirt_01,MAT_5506,Dirt_01: 56.4% → 0.0% (-56.4%) | MAT_5506: 4.0% → 40.5% (+36.5%),1
2,72,0,18,576,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 52.7% (-47.3%),1
2,73,0,18,576,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 56.2% (-43.8%),1
2,74,0,18,576,MODIFIÉ,Grass_03,Grass_03,Grass_03: 100.0% → 51.0% (-49.0%) | MAT_9474: 0.0% → 10.1% (+10.1%),1
2,75,0,18,576,MODIFIÉ,MAT_9602,MAT_9602,Dirt_01: 32.9% → 0.0% (-32.9%) | MAT_9602: 67.1% → 28.4% (-38.8%),1
2,76,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 99.9% → 0.0% (-99.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,77,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,78,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,79,0,19,608,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,80,0,20,640,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 96.4% → 0.0% (-96.4%) | SeaBed_01: 0.0% → 100.0% (+100.0%),1
2,81,0,20,640,MODIFIÉ,MAT_10370,MAT_10370,Dirt_01: 34.1% → 0.0% (-34.1%) | Grass_03_default: 0.0% → 4.7% (+4.7%) | MAT_10370: 53.7% → 50.0% (-3.7%),1
