bx_global,by_global,tx,ty,tile_id,status,dominant_main,dominant_test,changes
0,124,0,31,992,MODIFIÉ,SeaBed_01,SeaBed_01,MAT_15872: 1.5% → 0.0% (-1.5%) | SeaBed_01: 98.5% → 100.0% (+1.5%)
1,0,0,0,0,MODIFIÉ,SeaBed_01,SeaBed_01,Dirt_01: 22.7% → 0.0% (-22.7%) | SeaBed_01: 77.3% → 100.0% (+22.7%)
1,1,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 92.5% → 0.0% (-92.5%) | MAT_129: 7.5% → 0.0% (-7.5%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,2,0,0,0,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 87.8% → 0.0% (-87.8%) | MAT_257: 12.2% → 0.0% (-12.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,3,0,0,0,DOM_CHANGÉ,MAT_385,SeaBed_01,MAT_385: 98.0% → 0.0% (-98.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,4,0,1,32,DOM_CHANGÉ,MAT_513,SeaBed_01,MAT_513: 95.3% → 0.0% (-95.3%) | SeaBed_01: 0.7% → 100.0% (+99.3%)
1,5,0,1,32,DOM_CHANGÉ,MAT_641,SeaBed_01,MAT_641: 99.3% → 0.0% (-99.3%) | SeaBed_01: 0.7% → 100.0% (+99.3%)
1,6,0,1,32,DOM_CHANGÉ,Dirt_01,MAT_769,Dirt_01: 93.0% → 0.0% (-93.0%) | MAT_769: 7.0% → 82.0% (+75.0%)
1,7,0,1,32,DOM_CHANGÉ,Dirt_01,MAT_897,Dirt_01: 90.6% → 0.0% (-90.6%) | MAT_897: 9.4% → 93.7% (+84.3%)
1,8,0,2,64,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 87.2% → 0.0% (-87.2%) | SeaBed_01: 0.0% → 95.9% (+95.9%)
1,9,0,2,64,DOM_CHANGÉ,Dirt_01,MAT_1153,Dirt_01: 98.6% → 0.0% (-98.6%) | MAT_1153: 0.0% → 22.7% (+22.7%)
1,10,0,2,64,DOM_CHANGÉ,Dirt_01,MAT_1281,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1281: 0.0% → 41.4% (+41.4%) | SeaBed_01: 0.0% → 7.0% (+7.0%)
1,11,0,2,64,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1409: 0.0% → 2.2% (+2.2%) | SeaBed_01: 0.0% → 21.8% (+21.8%)
1,12,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1537: 0.0% → 3.9% (+3.9%) | SeaBed_01: 0.0% → 17.8% (+17.8%)
1,13,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1665: 0.0% → 5.0% (+5.0%) | SeaBed_01: 0.0% → 16.0% (+16.0%)
1,14,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | MAT_1793: 0.0% → 5.8% (+5.8%) | SeaBed_01: 0.0% → 79.6% (+79.6%)
1,15,0,3,96,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,16,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,17,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 99.7% → 0.0% (-99.7%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,18,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 96.9% → 0.0% (-96.9%) | MAT_2305: 3.1% → 0.0% (-3.1%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,19,0,4,128,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 98.8% → 0.0% (-98.8%) | MAT_2433: 1.2% → 0.0% (-1.2%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,20,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 99.9% → 0.0% (-99.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,21,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 100.0% → 0.0% (-100.0%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,22,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 63.3% → 0.0% (-63.3%) | MAT_2817: 2.1% → 0.0% (-2.1%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,23,0,5,160,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 62.8% → 0.0% (-62.8%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,24,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 65.7% → 0.0% (-65.7%) | MAT_3073: 34.3% → 0.0% (-34.3%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,25,0,6,192,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 67.1% → 0.0% (-67.1%) | MAT_3201: 32.9% → 0.0% (-32.9%) | SeaBed_01: 0.0% → 100.0% (+100.0%)
1,26,0,6,192,DOM_CHANGÉ,Dirt_01,MAT_3329,Dirt_01: 70.9% → 0.0% (-70.9%) | MAT_3329: 29.1% → 99.6% (+70.5%)
1,27,0,6,192,DOM_CHANGÉ,Dirt_01,MAT_3457,Dirt_01: 83.8% → 0.0% (-83.8%) | MAT_3457: 16.2% → 84.2% (+68.1%)
1,28,0,7,224,MODIFIÉ,MAT_3585,MAT_3585,MAT_3585: 94.0% → 99.0% (+5.0%)
1,29,0,7,224,MODIFIÉ,MAT_3713,MAT_3713,MAT_3713: 90.5% → 93.2% (+2.7%)
1,30,0,7,224,DOM_CHANGÉ,MAT_3841,SeaBed_01,MAT_3841: 94.3% → 3.9% (-90.4%) | SeaBed_01: 0.8% → 49.6% (+48.8%)
1,31,0,7,224,MODIFIÉ,MAT_3969,MAT_3969,MAT_3969: 93.6% → 73.5% (-20.1%)
1,32,0,8,256,DOM_CHANGÉ,Dirt_01,MAT_4097,Dirt_01: 91.6% → 0.0% (-91.6%) | MAT_4097: 8.4% → 90.6% (+82.2%)
1,33,0,8,256,DOM_CHANGÉ,Dirt_01,MAT_4225,Dirt_01: 91.7% → 0.0% (-91.7%) | MAT_4225: 8.3% → 67.0% (+58.7%)
1,34,0,8,256,DOM_CHANGÉ,Dirt_01,MAT_4353,Dirt_01: 91.9% → 0.0% (-91.9%) | MAT_4353: 8.1% → 37.1% (+29.1%)
1,35,0,8,256,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 98.3% → 0.0% (-98.3%) | MAT_4481: 1.7% → 6.0% (+4.3%) | SeaBed_01: 0.0% → 29.0% (+29.0%)
1,36,0,9,288,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 98.3% → 0.0% (-98.3%) | MAT_4609: 1.7% → 6.1% (+4.4%) | SeaBed_01: 0.0% → 32.9% (+32.9%)
1,37,0,9,288,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 93.6% → 0.0% (-93.6%) | MAT_4737: 6.4% → 5.3% (-1.1%) | SeaBed_01: 0.0% → 65.6% (+65.6%)
1,38,0,9,288,DOM_CHANGÉ,MAT_4865,SeaBed_01,MAT_4865: 99.2% → 1.0% (-98.2%) | SeaBed_01: 0.7% → 96.8% (+96.1%)
1,39,0,9,288,DOM_CHANGÉ,MAT_4993,SeaBed_01,MAT_4993: 99.2% → 0.0% (-99.2%) | SeaBed_01: 0.8% → 100.0% (+99.2%)
1,40,0,10,320,DOM_CHANGÉ,MAT_5121,SeaBed_01,MAT_5121: 99.2% → 2.3% (-96.9%) | SeaBed_01: 0.8% → 95.3% (+94.5%)
1,41,0,10,320,DOM_CHANGÉ,MAT_5249,SeaBed_01,MAT_5249: 99.2% → 2.3% (-96.9%) | SeaBed_01: 0.8% → 96.1% (+95.3%)
1,42,0,10,320,DOM_CHANGÉ,MAT_5377,SeaBed_01,MAT_5377: 99.2% → 1.8% (-97.4%) | SeaBed_01: 0.8% → 94.0% (+93.2%)
1,43,0,10,320,DOM_CHANGÉ,MAT_5505,SeaBed_01,MAT_5505: 99.2% → 3.6% (-95.6%) | SeaBed_01: 0.8% → 54.9% (+54.2%)
1,44,0,11,352,DOM_CHANGÉ,MAT_5633,SeaBed_01,MAT_5633: 95.5% → 3.8% (-91.7%) | SeaBed_01: 0.7% → 21.9% (+21.3%)
1,45,0,11,352,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 77.1% → 0.0% (-77.1%) | MAT_5761: 22.9% → 4.0% (-18.9%) | SeaBed_01: 0.0% → 13.4% (+13.4%)
1,46,0,11,352,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 66.0% → 0.0% (-66.0%) | MAT_5889: 0.0% → 1.8% (+1.8%) | SeaBed_01: 0.0% → 5.6% (+5.6%)
1,47,0,11,352,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 76.6% → 0.0% (-76.6%) | Grass_03: 0.0% → 53.5% (+53.5%) | MAT_6017: 1.7% → 9.9% (+8.2%)
1,48,0,12,384,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 92.8% → 0.0% (-92.8%) | Grass_03: 0.0% → 51.6% (+51.6%) | MAT_6145: 2.3% → 0.0% (-2.3%)
1,49,0,12,384,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 77.4% → 0.0% (-77.4%) | Grass_03: 0.0% → 61.8% (+61.8%) | MAT_6273: 4.3% → 10.8% (+6.5%)
1,50,0,12,384,DOM_CHANGÉ,Dirt_01,Grass_03,Dirt_01: 79.2% → 0.0% (-79.2%) | Grass_03: 0.0% → 49.1% (+49.1%) | MAT_6401: 5.3% → 16.4% (+11.1%)
1,51,0,12,384,DOM_CHANGÉ,MAT_6529,Grass_03,Grass_03: 0.0% → 47.1% (+47.1%) | MAT_6529: 96.7% → 3.1% (-93.6%)
1,52,0,13,416,MODIFIÉ,MAT_6657,MAT_6657,MAT_6657: 97.2% → 56.8% (-40.4%)
1,53,0,13,416,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 95.6% → 0.0% (-95.6%) | SeaBed_01: 0.0% → 2.0% (+2.0%)
1,54,0,13,416,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 76.4% → 0.0% (-76.4%) | MAT_6913: 23.6% → 5.2% (-18.3%) | SeaBed_01: 0.0% → 27.1% (+27.1%)
1,55,0,13,416,MODIFIÉ,MAT_7041,MAT_7041,Grass_03_default: 0.0% → 1.2% (+1.2%) | MAT_7041: 74.0% → 51.6% (-22.4%)
1,56,0,14,448,DOM_CHANGÉ,MAT_7169,SeaBed_01,MAT_7169: 77.4% → 5.8% (-71.6%) | SeaBed_01: 0.8% → 48.5% (+47.7%)
1,57,0,14,448,DOM_CHANGÉ,MAT_7297,SeaBed_01,MAT_7297: 75.8% → 3.9% (-71.9%) | SeaBed_01: 0.0% → 34.4% (+34.4%)
1,58,0,14,448,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 75.3% → 0.0% (-75.3%) | MAT_7425: 24.7% → 2.0% (-22.7%) | SeaBed_01: 0.0% → 24.7% (+24.7%)
1,59,0,14,448,DOM_CHANGÉ,Dirt_01,MAT_7553,Dirt_01: 59.5% → 0.0% (-59.5%) | Grass_03_default: 0.0% → 1.1% (+1.1%) | MAT_7553: 0.5% → 43.7% (+43.1%)
1,60,0,15,480,DOM_CHANGÉ,MAT_7681,SeaBed_01,MAT_7681: 61.0% → 0.0% (-61.0%) | SeaBed_01: 0.0% → 51.3% (+51.3%)
1,61,0,15,480,DOM_CHANGÉ,MAT_7809,SeaBed_01,MAT_7809: 66.4% → 0.0% (-66.4%) | SeaBed_01: 0.8% → 45.2% (+44.4%)
1,62,0,15,480,DOM_CHANGÉ,MAT_7937,SeaBed_01,MAT_7937: 77.4% → 0.5% (-76.9%) | SeaBed_01: 0.0% → 64.6% (+64.6%)
1,63,0,15,480,DOM_CHANGÉ,Dirt_01,SeaBed_01,Dirt_01: 52.8% → 0.0% (-52.8%) | MAT_8065: 6.8% → 0.0% (-6.8%) | SeaBed_01: 0.0% → 8.7% (+8.7%)
1,64,0,16,512,DOM_CHANGÉ,Dirt_01,MAT_8193,Dirt_01: 49.0% → 0.0% (-49.0%) | MAT_8193: 10.1% → 2.5% (-7.6%)
1,65,0,16,512,DOM_CHANGÉ,Dirt_01,MAT_8321,Dirt_01: 46.2% → 0.0% (-46.2%) | Grass_03_default: 0.0% → 1.1% (+1.1%) | MAT_8321: 4.1% → 17.1% (+12.9%)
