tx,ty,tile_id,bx_global,by_global,dominant_texture,dominant_pct,n_textures,tex_1,pct_1,tex_2,pct_2
1,0,1,4,2,Dirt_01,85.66,2,Dirt_01,85.66,MAT_260,14.34
1,0,1,5,2,Dirt_01,79.96,2,Dirt_01,79.96,MAT_261,2.23
1,0,1,6,2,Dirt_01,87.84,2,Dirt_01,87.84,MAT_262,11.32
1,0,1,7,2,Dirt_01,82.06,2,Dirt_01,82.06,MAT_263,17.94
1,0,1,4,3,Dirt_01,78.44,2,Dirt_01,78.44,MAT_388,5.37
1,0,1,5,3,Dirt_01,80.38,2,Dirt_01,80.38,MAT_389,17.74
1,0,1,6,3,Dirt_01,79.26,2,Dirt_01,79.26,MAT_390,20.74
1,0,1,7,3,Dirt_01,76.15,2,Dirt_01,76.15,MAT_391,23.85
2,0,2,8,0,SeaBed_01,99.9,1,SeaBed_01,99.9,,
2,0,2,9,0,SeaBed_01,90.71,2,SeaBed_01,90.71,Dirt_02,9.29
2,0,2,10,0,SeaBed_01,91.11,2,SeaBed_01,91.11,Pebbles_01,8.89
2,0,2,11,0,SeaBed_01,92.18,2,SeaBed_01,92.18,Pebbles_02,7.82
2,0,2,8,1,MAT_136,83.72,2,MAT_136,83.72,SeaBed_01,0.77
2,0,2,9,1,MAT_137,79.31,2,MAT_137,79.31,SeaBed_01,0.65
2,0,2,10,1,MAT_138,81.08,2,MAT_138,81.08,SeaBed_01,0.58
2,0,2,11,1,MAT_139,83.72,2,MAT_139,83.72,SeaBed_01,0.78
2,0,2,8,2,Dirt_01,79.33,2,Dirt_01,79.33,MAT_264,20.67
2,0,2,9,2,Dirt_01,78.3,2,Dirt_01,78.3,MAT_265,21.7
2,0,2,10,2,Dirt_01,78.2,2,Dirt_01,78.2,MAT_266,21.8
2,0,2,11,2,Dirt_01,78.88,2,Dirt_01,78.88,MAT_267,21.12
2,0,2,8,3,Dirt_01,73.71,2,Dirt_01,73.71,MAT_392,26.29
2,0,2,9,3,Dirt_01,71.94,2,Dirt_01,71.94,MAT_393,28.06
2,0,2,10,3,Dirt_01,70.14,2,Dirt_01,70.14,MAT_394,29.86
2,0,2,11,3,Dirt_01,69.7,2,Dirt_01,69.7,MAT_395,30.3
3,0,3,12,0,SeaBed_01,92.25,2,SeaBed_01,92.25,Asphalt_01,7.75
3,0,3,13,0,SeaBed_01,99.15,2,SeaBed_01,99.15,Concrete_01,0.85
3,0,3,14,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
3,0,3,15,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
3,0,3,12,1,MAT_140,75.05,2,MAT_140,75.05,SeaBed_01,0.63
3,0,3,13,1,MAT_141,74.63,2,MAT_141,74.63,SeaBed_01,0.8
3,0,3,14,1,MAT_142,80.7,2,MAT_142,80.7,SeaBed_01,0.78
3,0,3,15,1,MAT_143,77.03,2,MAT_143,77.03,SeaBed_01,0.78
3,0,3,12,2,Dirt_01,75.6,2,Dirt_01,75.6,MAT_268,21.63
3,0,3,13,2,Dirt_01,70.06,2,Dirt_01,70.06,MAT_269,22.37
3,0,3,14,2,Dirt_01,60.97,2,Dirt_01,60.97,MAT_270,20.26
3,0,3,15,2,Dirt_01,54.39,2,Dirt_01,54.39,MAT_271,18.9
3,0,3,12,3,Dirt_01,68.7,2,Dirt_01,68.7,MAT_396,31.3
3,0,3,13,3,Dirt_01,65.45,2,Dirt_01,65.45,MAT_397,34.55
3,0,3,14,3,Dirt_01,62.88,2,Dirt_01,62.88,MAT_398,37.12
3,0,3,15,3,Dirt_01,61.04,2,Dirt_01,61.04,MAT_399,38.96
4,0,4,16,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
4,0,4,17,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
4,0,4,18,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
4,0,4,19,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
4,0,4,16,1,MAT_144,79.48,2,MAT_144,79.48,SeaBed_01,0.8
4,0,4,17,1,MAT_145,76.95,2,MAT_145,76.95,SeaBed_01,0.8
4,0,4,18,1,MAT_146,82.27,2,MAT_146,82.27,SeaBed_01,0.78
4,0,4,19,1,MAT_147,83.96,2,MAT_147,83.96,SeaBed_01,0.78
4,0,4,16,2,Dirt_01,51.32,2,Dirt_01,51.32,MAT_272,19.1
4,0,4,17,2,Dirt_01,59.26,2,Dirt_01,59.26,MAT_273,20.82
4,0,4,18,2,Dirt_01,64.23,2,Dirt_01,64.23,MAT_274,17.31
4,0,4,19,2,Dirt_01,73.49,2,Dirt_01,73.49,MAT_275,10.33
4,0,4,16,3,Dirt_01,59.2,2,Dirt_01,59.2,MAT_400,38.93
4,0,4,17,3,Dirt_01,55.78,2,Dirt_01,55.78,MAT_401,34.92
4,0,4,18,3,Dirt_01,60.07,2,Dirt_01,60.07,MAT_402,33.86
4,0,4,19,3,Dirt_01,59.52,2,Dirt_01,59.52,MAT_403,28.57
5,0,5,20,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
5,0,5,21,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
5,0,5,22,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
5,0,5,23,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
5,0,5,20,1,MAT_148,94.47,2,MAT_148,94.47,SeaBed_01,0.78
5,0,5,21,1,MAT_149,99.22,2,MAT_149,99.22,SeaBed_01,0.78
5,0,5,22,1,MAT_150,99.22,2,MAT_150,99.22,SeaBed_01,0.78
5,0,5,23,1,MAT_151,99.22,2,MAT_151,99.22,SeaBed_01,0.78
5,0,5,20,2,Dirt_01,69.72,2,Dirt_01,69.72,MAT_276,3.14
5,0,5,21,2,Dirt_01,75.46,2,Dirt_01,75.46,MAT_277,0.71
5,0,5,22,2,Dirt_01,75.43,1,Dirt_01,75.43,,
5,0,5,23,2,Dirt_01,68.54,2,Dirt_01,68.54,MAT_279,31.46
5,0,5,20,3,Dirt_01,64.18,2,Dirt_01,64.18,MAT_404,25.28
5,0,5,21,3,Dirt_01,66.49,2,Dirt_01,66.49,MAT_405,20.48
5,0,5,22,3,Dirt_01,70.36,2,Dirt_01,70.36,MAT_406,15.86
5,0,5,23,3,Dirt_01,68.73,2,Dirt_01,68.73,MAT_407,15.95
6,0,6,24,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
6,0,6,25,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
6,0,6,26,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
6,0,6,27,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
6,0,6,24,1,MAT_152,99.22,2,MAT_152,99.22,SeaBed_01,0.78
6,0,6,25,1,MAT_153,94.28,2,MAT_153,94.28,SeaBed_01,0.78
6,0,6,26,1,MAT_154,98.61,2,MAT_154,98.61,SeaBed_01,0.78
6,0,6,27,1,MAT_155,88.13,2,MAT_155,88.13,SeaBed_01,0.78
6,0,6,24,2,Dirt_01,64.31,2,Dirt_01,64.31,MAT_280,35.69
6,0,6,25,2,Dirt_01,59.77,1,Dirt_01,59.77,,
6,0,6,26,2,Dirt_01,59.03,2,Dirt_01,59.03,MAT_282,6.5
6,0,6,27,2,Dirt_01,70.3,2,Dirt_01,70.3,MAT_283,14.51
6,0,6,24,3,Dirt_01,66.72,2,Dirt_01,66.72,MAT_408,18.05
6,0,6,25,3,Dirt_01,69.93,2,Dirt_01,69.93,MAT_409,21.55
6,0,6,26,3,Dirt_01,69.65,2,Dirt_01,69.65,MAT_410,27.76
6,0,6,27,3,Dirt_01,64.6,2,Dirt_01,64.6,MAT_411,30.34
7,0,7,28,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
7,0,7,29,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
7,0,7,30,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
7,0,7,31,0,SeaBed_01,95.59,2,SeaBed_01,95.59,ZI_Crop_Field_04,4.41
7,0,7,28,1,MAT_156,77.55,2,MAT_156,77.55,SeaBed_01,0.78
7,0,7,29,1,MAT_157,70.4,2,MAT_157,70.4,SeaBed_01,0.78
7,0,7,30,1,MAT_158,68.87,2,MAT_158,68.87,SeaBed_01,0.81
7,0,7,31,1,MAT_159,62.41,2,MAT_159,62.41,SeaBed_01,0.67
7,0,7,28,2,Dirt_01,56.25,2,Dirt_01,56.25,MAT_284,16.22
7,0,7,29,2,Dirt_01,43.18,2,Dirt_01,43.18,MAT_285,16.56
7,0,7,30,2,Dirt_01,38.38,2,Dirt_01,38.38,MAT_286,14.33
7,0,7,31,2,Dirt_01,33.62,2,Dirt_01,33.62,MAT_287,17.03
7,0,7,28,3,Dirt_01,60.23,2,Dirt_01,60.23,MAT_412,33.76
7,0,7,29,3,Dirt_01,53.07,2,Dirt_01,53.07,MAT_413,34.6
7,0,7,30,3,Dirt_01,46.04,2,Dirt_01,46.04,MAT_414,35.85
7,0,7,31,3,Dirt_01,45.0,2,Dirt_01,45.0,MAT_415,40.95
8,0,8,32,0,SeaBed_01,87.19,2,SeaBed_01,87.19,ZI_Crop_Field_Cut_01,12.81
8,0,8,33,0,SeaBed_01,81.8,2,SeaBed_01,81.8,ZI_Crop_Field_Cut_02,18.2
8,0,8,34,0,SeaBed_01,72.47,1,SeaBed_01,72.47,,
8,0,8,35,0,SeaBed_01,66.49,2,SeaBed_01,66.49,SulfurStream_01_bed,33.51
8,0,8,32,1,MAT_160,44.14,2,MAT_160,44.14,SeaBed_01,0.7
8,0,8,33,1,MAT_161,44.23,2,MAT_161,44.23,SeaBed_01,0.81
8,0,8,34,1,MAT_162,40.02,2,MAT_162,40.02,SeaBed_01,1.19
8,0,8,35,1,MAT_163,41.33,2,MAT_163,41.33,SeaBed_01,0.74
8,0,8,32,2,Dirt_01,38.82,2,Dirt_01,38.82,MAT_288,27.94
8,0,8,33,2,Dirt_01,40.06,2,Dirt_01,40.06,MAT_289,30.99
8,0,8,34,2,Dirt_01,40.14,2,Dirt_01,40.14,MAT_290,33.13
8,0,8,35,2,Dirt_01,41.28,2,Dirt_01,41.28,MAT_291,35.96
8,0,8,32,3,MAT_416,43.91,2,MAT_416,43.91,Dirt_01,43.06
8,0,8,33,3,MAT_417,49.89,2,MAT_417,49.89,Dirt_01,46.92
8,0,8,34,3,MAT_418,52.62,2,MAT_418,52.62,Dirt_01,47.38
8,0,8,35,3,MAT_419,53.26,2,MAT_419,53.26,Dirt_01,46.74
9,0,9,36,0,SeaBed_01,69.76,1,SeaBed_01,69.76,,
9,0,9,37,0,SeaBed_01,90.65,2,SeaBed_01,90.65,MountainGrass_02_aut,9.35
9,0,9,38,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
9,0,9,39,0,SeaBed_01,99.1,1,SeaBed_01,99.1,,
9,0,9,36,1,MAT_164,34.67,2,MAT_164,34.67,SeaBed_01,0.95
9,0,9,37,1,MAT_165,19.8,2,MAT_165,19.8,SeaBed_01,2.82
9,0,9,38,1,SeaBed_01,23.67,2,SeaBed_01,23.67,MAT_166,11.04
9,0,9,39,1,SeaBed_01,18.44,2,SeaBed_01,18.44,MAT_167,13.74
9,0,9,36,2,Dirt_01,41.83,2,Dirt_01,41.83,MAT_292,36.83
9,0,9,37,2,Dirt_01,35.04,2,Dirt_01,35.04,MAT_293,29.7
9,0,9,38,2,Dirt_01,28.8,2,Dirt_01,28.8,MAT_294,22.23
9,0,9,39,2,Dirt_01,35.98,2,Dirt_01,35.98,MAT_295,31.54
9,0,9,36,3,MAT_420,53.68,2,MAT_420,53.68,Dirt_01,46.32
9,0,9,37,3,MAT_421,53.7,2,MAT_421,53.7,Dirt_01,46.3
9,0,9,38,3,MAT_422,53.63,2,MAT_422,53.63,Dirt_01,46.37
9,0,9,39,3,MAT_423,53.73,2,MAT_423,53.73,Dirt_01,46.27
10,0,10,40,0,SeaBed_01,47.15,2,SeaBed_01,47.15,Grass_03_aut,13.34
10,0,10,41,0,SeaBed_01,64.9,2,SeaBed_01,64.9,Grass_02_aut,20.14
10,0,10,42,0,SeaBed_01,96.21,1,SeaBed_01,96.21,,
10,0,10,43,0,SeaBed_01,97.41,2,SeaBed_01,97.41,Grass_01_aut,2.59
10,0,10,40,1,Dirt_01,25.05,2,Dirt_01,25.05,MAT_168,12.94
10,0,10,41,1,Dirt_01,22.99,2,Dirt_01,22.99,MAT_169,4.67
10,0,10,42,1,MAT_170,42.27,2,MAT_170,42.27,SeaBed_01,7.45
10,0,10,43,1,SeaBed_01,38.69,2,SeaBed_01,38.69,MAT_171,36.56
10,0,10,40,2,Dirt_01,46.02,2,Dirt_01,46.02,MAT_296,44.15
10,0,10,41,2,Dirt_01,28.98,2,Dirt_01,28.98,MAT_297,22.45
10,0,10,42,2,Dirt_01,27.27,2,Dirt_01,27.27,MAT_298,10.99
10,0,10,43,2,Dirt_01,50.06,2,Dirt_01,50.06,MAT_299,12.55
10,0,10,40,3,MAT_424,53.8,2,MAT_424,53.8,Dirt_01,46.2
10,0,10,41,3,MAT_425,50.25,2,MAT_425,50.25,Dirt_01,44.81
10,0,10,42,3,Dirt_01,24.27,2,Dirt_01,24.27,MAT_426,20.16
10,0,10,43,3,Dirt_01,30.32,2,Dirt_01,30.32,MAT_427,16.11
11,0,11,44,0,SeaBed_01,99.97,1,SeaBed_01,99.97,,
11,0,11,45,0,ForestDeciduous_02_aut,57.54,2,ForestDeciduous_02_aut,57.54,SeaBed_01,42.46
11,0,11,46,0,SeaBed_01,98.3,2,SeaBed_01,98.3,ForestDeciduous_01_Base_aut,1.69
11,0,11,47,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
11,0,11,44,1,SeaBed_01,88.59,2,SeaBed_01,88.59,MAT_172,9.83
11,0,11,45,1,SeaBed_01,51.66,2,SeaBed_01,51.66,MAT_173,7.26
11,0,11,46,1,SeaBed_01,71.35,1,SeaBed_01,71.35,,
11,0,11,47,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
11,0,11,44,2,MAT_300,61.65,2,MAT_300,61.65,SeaBed_01,9.74
11,0,11,45,2,MAT_301,45.3,2,MAT_301,45.3,SeaBed_01,37.96
11,0,11,46,2,SeaBed_01,52.92,2,SeaBed_01,52.92,MAT_302,1.62
11,0,11,47,2,SeaBed_01,50.44,1,SeaBed_01,50.44,,
11,0,11,44,3,Dirt_01,42.62,2,Dirt_01,42.62,MAT_428,13.78
11,0,11,45,3,Dirt_01,51.26,2,Dirt_01,51.26,MAT_429,5.17
11,0,11,46,3,Dirt_01,60.82,1,Dirt_01,60.82,,
11,0,11,47,3,SeaBed_01,81.03,2,SeaBed_01,81.03,MAT_431,1.05
12,0,12,48,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,49,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,50,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,51,0,SeaBed_01,98.3,2,SeaBed_01,98.3,Debris_Coal_03,1.7
12,0,12,48,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,49,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,50,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,51,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,48,2,SeaBed_01,87.95,2,SeaBed_01,87.95,MAT_304,12.05
12,0,12,49,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,50,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,51,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
12,0,12,48,3,SeaBed_01,61.26,1,SeaBed_01,61.26,,
12,0,12,49,3,SeaBed_01,65.28,2,SeaBed_01,65.28,MAT_433,34.72
12,0,12,50,3,SeaBed_01,83.61,2,SeaBed_01,83.61,MAT_434,16.39
12,0,12,51,3,SeaBed_01,96.78,2,SeaBed_01,96.78,MAT_435,3.22
13,0,13,52,0,SeaBed_01,98.29,2,SeaBed_01,98.29,Debris_Coal_02,1.71
13,0,13,53,0,SeaBed_01,98.29,2,SeaBed_01,98.29,Debris_Coal_01,1.71
13,0,13,54,0,SeaBed_01,98.29,2,SeaBed_01,98.29,Rock_02,1.71
13,0,13,55,0,SeaBed_01,98.29,2,SeaBed_01,98.29,MAT_55,1.71
13,0,13,52,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,53,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,54,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,55,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,52,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,53,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,54,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,55,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,52,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,53,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,54,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
13,0,13,55,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,56,0,SeaBed_01,98.29,2,SeaBed_01,98.29,MAT_56,1.71
14,0,14,57,0,SeaBed_01,98.29,2,SeaBed_01,98.29,MAT_57,1.71
14,0,14,58,0,SeaBed_01,98.29,2,SeaBed_01,98.29,MAT_58,1.71
14,0,14,59,0,SeaBed_01,98.29,2,SeaBed_01,98.29,MAT_59,1.71
14,0,14,56,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,57,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,58,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,59,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,56,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,57,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,58,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,59,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,56,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,57,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,58,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
14,0,14,59,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,60,0,SeaBed_01,98.34,2,SeaBed_01,98.34,MAT_60,1.66
15,0,15,61,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_61,1.61
15,0,15,62,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_62,1.61
15,0,15,63,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_63,1.61
15,0,15,60,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,61,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,62,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,63,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,60,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,61,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,62,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,63,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,60,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,61,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,62,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
15,0,15,63,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,64,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_64,1.61
16,0,16,65,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_65,1.61
16,0,16,66,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_66,1.61
16,0,16,67,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_67,1.61
16,0,16,64,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,65,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,66,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,67,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,64,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,65,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,66,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,67,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,64,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,65,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,66,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
16,0,16,67,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,68,0,SeaBed_01,98.39,2,SeaBed_01,98.39,MAT_68,1.61
17,0,17,69,0,SeaBed_01,98.42,2,SeaBed_01,98.42,MAT_69,1.58
17,0,17,70,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,71,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,68,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,69,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,70,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,71,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,68,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,69,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,70,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,71,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,68,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,69,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,70,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
17,0,17,71,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,72,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,73,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,74,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,75,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,72,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,73,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,74,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,75,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,72,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,73,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,74,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,75,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,72,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,73,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,74,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
18,0,18,75,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,76,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,77,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,78,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,79,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,76,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,77,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,78,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,79,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,76,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,77,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,78,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,79,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,76,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,77,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,78,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
19,0,19,79,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,80,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,81,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,82,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,83,0,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,80,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,81,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,82,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,83,1,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,80,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,81,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,82,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,83,2,SeaBed_01,100.0,1,SeaBed_01,100.0,,
20,0,20,80,3,SeaBed_01,100.0,1,SeaBed_01,100.0,,
